p1;p2;s2;s3;s4;s7;s8;s9;s11;s12;s13;s14;s17;s20;s21;time_before_failure
0.0034;0.0003;642.82;1585.75;1398.79;553.84;2388.08;9052.73;47.35;521.84;2388.05;8136.61;393;38.92;23.3069;70
0.0029;0.0001;642.05;1585.88;1406.24;553.76;2388.09;9057.57;47.48;521.69;2388.08;8141.75;393;38.78;23.3039;69
-0.0003;0.0003;642.45;1592.16;1410.66;553.94;2388.04;9056.43;47.44;521.49;2388.10;8138.16;393;38.77;23.3034;68
-0.0020;0.0005;642.96;1589.89;1404.60;552.94;2388.08;9059.53;47.46;522.09;2388.05;8138.22;393;38.88;23.3203;67
-0.0001;0.0001;642.37;1592.65;1403.51;553.55;2388.09;9056.08;47.43;521.70;2388.10;8135.71;392;38.94;23.2308;66
0.0006;-0.0002;642.49;1588.19;1403.80;553.41;2388.09;9059.44;47.44;521.69;2388.05;8138.93;393;38.88;23.2852;65
0.0022;0.0002;642.32;1582.47;1406.21;553.83;2388.09;9057.94;47.44;521.46;2388.10;8135.65;392;38.92;23.3247;64
-0.0055;-0.0004;643.21;1588.64;1401.59;553.06;2388.13;9054.78;47.49;521.51;2388.10;8133.80;392;38.88;23.3139;63
0.0028;0.0004;642.44;1586.94;1398.81;553.79;2388.12;9057.66;47.54;521.41;2388.08;8128.15;394;38.89;23.3343;62
-0.0019;0.0003;643.20;1590.01;1405.95;553.59;2388.11;9058.19;47.63;521.81;2388.06;8140.46;393;39.01;23.3157;61
0.0022;0.0003;642.52;1589.85;1411.70;554.21;2388.16;9050.00;47.55;521.09;2388.08;8136.95;393;38.82;23.2988;60
-0.0006;0.0003;642.89;1585.94;1405.24;553.17;2388.11;9057.22;47.49;521.80;2388.11;8140.03;392;38.82;23.3257;59
-0.0025;0.0002;642.43;1586.98;1401.05;554.26;2388.04;9057.26;47.45;521.55;2388.08;8136.18;393;38.85;23.3283;58
0.0006;0.0002;642.44;1586.08;1410.50;553.07;2388.09;9051.36;47.56;520.85;2388.11;8134.66;395;38.89;23.2490;57
-0.0002;-0.0004;642.47;1588.62;1409.60;553.32;2388.05;9057.43;47.43;521.43;2388.14;8139.75;392;38.86;23.2729;56
0.0033;0.0004;642.21;1595.25;1408.89;553.74;2388.11;9057.49;47.42;521.89;2388.06;8134.72;392;38.82;23.3143;55
0.0042;-0.0004;642.81;1590.55;1405.44;553.88;2388.13;9059.01;47.49;521.52;2388.15;8131.93;393;38.79;23.1558;54
0.0027;-0.0005;642.90;1584.03;1410.34;552.86;2388.09;9056.95;47.49;521.33;2388.07;8142.40;393;38.80;23.3389;53
-0.0040;0.0003;642.36;1583.30;1409.17;553.51;2388.15;9055.03;47.71;521.00;2388.12;8135.04;393;38.83;23.2392;52
-0.0014;-0.0003;643.24;1590.10;1407.82;553.63;2388.11;9054.23;47.42;521.48;2388.15;8139.11;392;38.82;23.2670;51
-0.0005;0.0002;642.82;1593.53;1406.36;553.83;2388.12;9051.35;47.56;521.42;2388.10;8133.64;395;38.89;23.2984;50
-0.0014;0.0004;642.93;1592.39;1407.61;553.50;2388.12;9059.72;47.65;521.36;2388.08;8133.52;393;38.60;23.3778;49
-0.0010;-0.0003;642.72;1588.38;1414.99;553.03;2388.08;9047.23;47.86;521.06;2388.13;8134.87;393;38.81;23.2503;48
0.0008;-0.0001;642.71;1585.84;1401.76;552.92;2388.09;9054.88;47.47;521.13;2388.10;8134.16;392;38.86;23.3554;47
-0.0056;0.0003;642.93;1591.03;1409.90;553.71;2388.13;9056.73;47.76;521.07;2388.10;8135.66;393;38.86;23.2804;46
0.0021;-0.0000;642.85;1593.57;1409.35;553.60;2388.10;9065.83;47.59;521.24;2388.07;8135.21;393;38.85;23.3520;45
0.0007;0.0001;643.40;1587.45;1411.16;552.80;2388.15;9057.81;47.60;521.73;2388.09;8132.73;394;38.86;23.3170;44
-0.0023;-0.0001;643.12;1589.35;1408.98;552.68;2388.12;9060.78;47.71;521.17;2388.07;8132.18;395;38.55;23.2515;43
-0.0009;0.0000;643.15;1592.59;1413.07;552.40;2388.12;9056.26;47.77;521.18;2388.09;8131.06;394;38.71;23.2397;42
-0.0023;-0.0002;642.77;1590.17;1415.43;552.73;2388.18;9053.75;47.68;520.92;2388.13;8131.69;394;38.80;23.1769;41
0.0007;0.0003;643.03;1589.24;1406.28;553.16;2388.09;9055.57;47.69;521.06;2388.15;8129.91;394;38.58;23.1966;40
0.0055;-0.0003;642.56;1589.81;1404.76;553.17;2388.13;9054.93;47.60;521.50;2388.20;8130.43;394;38.85;23.2577;39
0.0017;0.0001;642.80;1592.88;1409.42;553.00;2388.16;9052.15;47.58;521.10;2388.18;8127.34;392;38.75;23.2260;38
0.0050;-0.0001;642.76;1601.76;1411.39;553.18;2388.22;9054.07;47.63;521.12;2388.20;8133.48;392;38.70;23.2024;37
-0.0035;0.0005;643.06;1595.83;1416.74;552.41;2388.11;9063.75;47.67;521.53;2388.14;8131.37;392;38.68;23.2776;36
0.0009;0.0002;642.88;1595.04;1410.23;552.74;2388.14;9051.10;47.61;520.88;2388.16;8136.43;393;38.79;23.2144;35
-0.0011;0.0005;643.35;1589.53;1419.42;553.26;2388.09;9058.99;47.77;520.48;2388.14;8129.92;394;38.80;23.2054;34
-0.0004;-0.0002;643.38;1593.92;1407.39;552.69;2388.15;9051.80;47.70;522.07;2388.16;8133.57;394;38.73;23.2705;33
-0.0008;0.0003;643.07;1603.56;1415.76;552.35;2388.17;9052.03;47.64;520.06;2388.20;8129.36;394;38.62;23.1327;32
0.0004;0.0002;642.57;1592.48;1418.25;552.66;2388.16;9052.90;47.66;521.00;2388.13;8128.62;393;38.72;23.2662;31
0.0005;-0.0000;642.68;1592.29;1411.65;552.32;2388.18;9056.11;47.65;520.69;2388.19;8129.07;396;38.85;23.2184;30
0.0021;-0.0003;643.29;1589.52;1414.35;553.14;2388.24;9046.51;47.81;521.11;2388.20;8124.81;394;38.75;23.2851;29
-0.0044;0.0004;643.14;1595.76;1417.69;552.38;2388.15;9054.13;47.66;520.88;2388.12;8130.88;395;38.60;23.2347;28
0.0026;0.0005;643.68;1589.14;1411.81;552.33;2388.14;9050.87;47.79;521.01;2388.17;8135.05;394;38.60;23.2513;27
0.0033;-0.0003;642.86;1596.76;1415.11;552.30;2388.17;9053.01;47.73;520.83;2388.18;8129.93;394;38.62;23.2802;26
0.0017;-0.0003;643.18;1598.66;1411.34;552.36;2388.19;9051.03;47.91;520.65;2388.22;8128.03;395;38.63;23.2362;25
-0.0036;0.0004;643.12;1599.11;1416.83;552.09;2388.17;9050.35;47.95;520.94;2388.18;8124.77;396;38.68;23.1345;24
-0.0025;-0.0003;643.18;1590.86;1423.28;552.36;2388.13;9051.45;47.85;521.30;2388.20;8128.79;395;38.70;23.1749;23
0.0033;-0.0001;643.66;1594.37;1418.40;552.46;2388.22;9047.88;48.05;520.79;2388.15;8125.28;394;38.81;23.1620;22
0.0017;-0.0004;642.89;1593.82;1421.59;552.97;2388.20;9051.04;47.90;520.49;2388.18;8130.35;395;38.65;23.2497;21
0.0008;-0.0001;642.59;1596.53;1419.27;552.39;2388.20;9046.77;47.90;520.74;2388.22;8128.20;395;38.69;23.1392;20
0.0002;0.0003;643.64;1595.04;1425.28;552.70;2388.21;9051.46;47.62;520.57;2388.24;8124.91;395;38.60;23.2026;19
0.0004;0.0005;643.48;1593.45;1421.73;553.09;2388.23;9057.75;47.91;520.12;2388.24;8136.96;394;38.43;23.1478;18
-0.0020;0.0002;643.25;1598.19;1417.33;552.08;2388.24;9056.28;47.89;520.78;2388.23;8122.98;395;38.38;23.2012;17
0.0031;0.0004;642.88;1597.57;1426.05;551.77;2388.22;9046.65;47.89;519.81;2388.18;8126.73;395;38.69;23.0837;16
-0.0024;-0.0002;643.57;1596.63;1414.34;551.87;2388.24;9050.20;47.99;520.11;2388.26;8126.81;395;38.59;23.1643;15
0.0023;-0.0002;643.67;1602.89;1422.12;552.12;2388.28;9052.03;48.03;520.00;2388.28;8126.15;395;38.37;23.1007;14
-0.0001;0.0002;643.24;1606.09;1425.55;551.95;2388.23;9052.60;48.04;520.44;2388.27;8127.43;395;38.71;23.2484;13
-0.0006;0.0002;643.30;1599.35;1417.88;551.58;2388.22;9051.29;47.90;520.24;2388.24;8126.80;395;38.73;23.1122;12
-0.0034;0.0001;643.75;1602.92;1427.19;551.63;2388.17;9045.38;48.05;519.96;2388.18;8128.11;395;38.47;23.1263;11
-0.0022;0.0005;643.48;1595.69;1425.40;551.60;2388.22;9043.98;47.91;519.86;2388.25;8123.15;395;38.65;23.0755;10
-0.0004;-0.0004;643.57;1595.22;1426.08;551.30;2388.24;9047.73;48.06;520.19;2388.23;8126.18;395;38.57;23.0543;9
-0.0009;0.0002;643.68;1597.76;1418.77;551.23;2388.25;9051.72;48.00;519.71;2388.28;8120.90;396;38.63;23.1097;8
-0.0037;0.0003;643.74;1594.80;1419.29;552.10;2388.23;9043.79;47.93;520.54;2388.30;8116.70;396;38.53;23.1659;7
-0.0033;0.0002;643.54;1603.41;1418.86;552.23;2388.25;9045.46;48.12;520.04;2388.23;8120.70;395;38.56;23.2137;6
-0.0009;0.0004;643.60;1602.94;1428.07;551.46;2388.25;9047.82;47.87;519.64;2388.26;8125.67;398;38.37;23.0895;5
0.0024;-0.0003;643.93;1604.48;1433.98;551.88;2388.29;9047.38;48.10;519.60;2388.32;8121.62;396;38.44;23.0578;4
0.0031;-0.0003;643.38;1604.93;1435.38;551.59;2388.24;9046.98;48.04;519.92;2388.28;8120.93;396;38.51;23.0640;3
-0.0027;0.0004;643.46;1599.75;1425.96;550.98;2388.33;9042.81;48.30;519.67;2388.27;8122.93;397;38.55;23.1362;2
0.0004;0.0001;643.84;1608.43;1429.50;550.77;2388.32;9047.20;48.19;520.13;2388.33;8121.68;396;38.42;23.1040;1
-0.0002;0.0001;643.65;1599.27;1433.72;551.59;2388.33;9039.93;48.30;519.67;2388.31;8122.39;396;38.43;23.0375;0
0.0004;0.0002;642.90;1583.42;1411.32;552.96;2388.11;9056.38;47.41;520.82;2388.11;8136.24;392;38.84;23.2792;208
0.0006;0.0003;642.43;1593.21;1399.44;553.49;2388.15;9054.60;47.56;521.27;2388.11;8134.39;393;38.96;23.3185;207
-0.0001;0.0000;642.57;1592.17;1411.88;552.92;2388.14;9054.70;47.57;521.30;2388.11;8139.92;393;38.58;23.3094;206
0.0015;-0.0004;642.83;1583.86;1407.90;552.41;2388.13;9061.41;47.65;521.05;2388.15;8136.32;392;38.74;23.2993;205
0.0024;-0.0003;642.83;1590.75;1415.65;553.00;2388.11;9049.91;47.30;520.94;2388.14;8142.64;394;38.69;23.3035;204
-0.0029;0.0001;642.90;1594.93;1401.30;554.22;2388.08;9059.70;47.68;521.37;2388.03;8140.32;393;38.93;23.3299;203
0.0004;-0.0003;643.60;1595.16;1416.51;552.50;2388.07;9048.75;47.58;521.25;2388.04;8139.30;392;38.85;23.2690;202
0.0044;-0.0002;642.68;1593.88;1403.58;552.25;2388.10;9053.26;47.59;521.75;2388.10;8133.84;393;38.77;23.1964;201
-0.0007;0.0004;642.60;1595.17;1407.39;553.39;2388.13;9052.06;47.73;521.47;2388.08;8137.09;392;38.93;23.3741;200
0.0001;0.0003;643.01;1585.19;1407.40;552.65;2388.14;9053.19;47.65;521.45;2388.07;8142.31;394;38.95;23.3457;199
0.0040;-0.0000;642.96;1597.12;1412.89;553.38;2388.11;9053.03;47.48;521.39;2388.14;8139.37;394;38.86;23.2350;198
0.0005;0.0003;642.84;1596.10;1412.87;553.18;2388.15;9057.77;47.64;521.00;2388.10;8136.66;393;38.80;23.3143;197
-0.0027;-0.0003;642.30;1580.59;1415.69;553.06;2388.09;9056.35;47.58;521.70;2388.09;8135.52;394;38.95;23.2962;196
-0.0021;0.0004;642.56;1593.90;1412.30;552.49;2388.19;9063.48;47.59;521.43;2388.12;8136.57;394;38.82;23.2913;195
-0.0007;0.0004;642.81;1583.74;1407.76;552.70;2388.15;9050.72;47.40;521.23;2388.11;8142.78;393;38.82;23.3314;194
0.0024;-0.0003;642.92;1597.45;1408.44;552.94;2388.09;9058.68;47.48;521.19;2388.09;8141.48;393;38.92;23.3045;193
0.0025;-0.0003;642.30;1592.55;1413.17;552.88;2388.07;9053.55;47.68;521.64;2388.06;8137.54;394;38.97;23.2584;192
-0.0007;0.0004;642.74;1588.24;1415.16;553.30;2388.15;9056.49;47.62;521.17;2388.08;8139.80;393;38.68;23.2525;191
0.0000;0.0002;643.25;1589.64;1406.94;552.23;2388.10;9059.19;47.72;521.37;2388.12;8136.95;393;38.82;23.2175;190
-0.0015;0.0002;642.82;1586.98;1409.82;553.22;2388.16;9057.93;47.64;521.25;2388.14;8134.17;393;38.77;23.2288;189
-0.0026;-0.0005;643.06;1590.99;1407.12;553.11;2388.13;9053.02;47.57;521.17;2388.12;8134.25;394;38.77;23.2845;188
-0.0019;-0.0003;642.30;1593.29;1403.39;553.51;2388.15;9063.97;47.77;521.33;2388.15;8131.98;393;38.75;23.2237;187
0.0005;-0.0004;642.50;1593.21;1406.08;552.83;2388.14;9059.40;47.61;521.73;2388.14;8133.80;392;38.94;23.3972;186
-0.0006;0.0001;643.00;1589.47;1406.95;553.20;2388.14;9055.99;47.59;521.06;2388.06;8134.46;392;38.96;23.2359;185
-0.0006;-0.0002;642.86;1585.77;1404.33;553.88;2388.13;9058.03;47.49;521.50;2388.08;8141.89;393;38.90;23.2828;184
0.0000;-0.0002;642.59;1588.57;1406.58;552.30;2388.13;9060.53;47.70;521.03;2388.13;8141.21;394;38.89;23.2548;183
0.0020;0.0003;642.36;1588.90;1412.82;553.85;2388.15;9059.48;47.75;521.57;2388.13;8138.94;394;38.87;23.1782;182
0.0050;0.0005;642.90;1594.26;1404.36;553.51;2388.09;9062.02;47.68;520.82;2388.13;8143.19;395;38.82;23.2941;181
0.0021;-0.0001;642.83;1593.36;1409.80;552.79;2388.10;9057.95;47.58;521.33;2388.17;8136.49;394;38.86;23.2945;180
-0.0019;-0.0004;642.57;1587.58;1406.71;552.76;2388.08;9054.98;47.47;521.13;2388.10;8136.25;393;38.61;23.4158;179
-0.0016;-0.0003;642.79;1593.29;1414.70;553.23;2388.14;9066.42;47.61;521.67;2388.12;8140.06;392;38.70;23.3235;178
-0.0007;0.0003;643.11;1594.51;1413.42;553.43;2388.09;9056.62;47.50;521.08;2388.11;8135.55;393;38.84;23.2429;177
-0.0017;0.0003;643.07;1592.58;1406.42;553.21;2388.13;9049.33;47.53;521.53;2388.14;8131.95;392;38.72;23.3263;176
-0.0010;0.0003;642.77;1581.93;1409.91;552.90;2388.08;9050.52;47.46;520.83;2388.13;8130.45;393;38.83;23.2277;175
0.0013;0.0005;642.68;1589.19;1412.25;553.02;2388.13;9059.36;47.70;521.54;2388.09;8136.50;393;38.84;23.1409;174
-0.0016;0.0003;642.58;1586.21;1401.84;553.18;2388.13;9063.89;47.62;521.88;2388.12;8137.33;394;38.86;23.3335;173
-0.0006;-0.0001;642.43;1588.54;1407.45;552.95;2388.12;9058.36;47.39;521.35;2388.11;8138.22;393;38.82;23.2639;172
-0.0021;0.0005;642.33;1590.72;1410.52;553.39;2388.15;9053.72;47.53;521.30;2388.11;8136.27;394;38.96;23.2394;171
0.0027;0.0005;642.70;1593.41;1412.23;553.12;2388.10;9056.38;47.56;521.29;2388.13;8138.86;392;38.73;23.1940;170
0.0025;0.0002;642.70;1593.39;1411.15;553.16;2388.11;9065.01;47.77;521.00;2388.13;8134.80;394;38.77;23.1897;169
-0.0012;-0.0004;642.46;1595.11;1415.71;552.83;2388.11;9061.42;47.61;520.80;2388.17;8133.30;393;38.78;23.3384;168
-0.0017;0.0001;642.88;1593.16;1408.39;553.84;2388.15;9060.87;47.71;521.48;2388.12;8134.99;395;38.95;23.2211;167
-0.0001;0.0003;642.40;1589.08;1421.17;552.74;2388.17;9063.53;47.59;520.99;2388.10;8137.75;394;38.61;23.2488;166
-0.0002;0.0003;642.38;1593.16;1409.48;553.47;2388.08;9056.70;47.71;521.43;2388.14;8142.23;393;38.78;23.3499;165
0.0005;0.0003;642.70;1585.66;1409.55;553.34;2388.12;9056.01;47.52;521.62;2388.14;8137.40;392;38.85;23.3491;164
0.0029;-0.0004;643.02;1588.24;1420.29;552.87;2388.11;9058.02;47.51;521.65;2388.16;8138.27;394;38.75;23.2987;163
0.0011;-0.0003;642.62;1598.58;1411.15;552.68;2388.12;9063.96;47.68;521.12;2388.15;8135.66;394;38.71;23.2019;162
0.0006;-0.0003;642.81;1585.74;1412.69;553.58;2388.12;9063.81;47.58;520.84;2388.13;8137.10;392;38.66;23.1808;161
0.0016;-0.0005;643.45;1595.47;1408.92;553.42;2388.13;9064.13;47.68;521.33;2388.16;8137.04;394;38.79;23.3091;160
-0.0016;0.0001;643.28;1589.08;1413.15;553.95;2388.14;9065.99;47.72;521.03;2388.10;8140.28;394;38.69;23.2716;159
-0.0008;-0.0001;642.97;1591.00;1413.93;553.55;2388.11;9058.77;47.75;521.66;2388.14;8135.77;394;38.83;23.1686;158
-0.0037;0.0002;642.61;1588.21;1412.73;553.95;2388.09;9069.53;47.51;521.45;2388.13;8134.16;392;38.81;23.2392;157
0.0029;0.0005;642.97;1593.84;1410.74;552.95;2388.15;9056.34;47.58;521.53;2388.06;8137.71;394;38.55;23.2367;156
-0.0005;0.0000;642.92;1593.78;1406.44;553.42;2388.13;9061.53;47.71;521.60;2388.07;8138.44;393;38.76;23.2507;155
-0.0028;0.0003;642.54;1594.83;1412.91;552.74;2388.16;9065.35;47.53;521.11;2388.08;8136.84;394;38.62;23.2167;154
-0.0042;0.0001;642.41;1594.51;1411.32;552.96;2388.12;9057.69;47.57;520.59;2388.15;8134.18;395;38.70;23.1823;153
-0.0006;0.0000;642.56;1599.43;1413.91;553.07;2388.16;9056.72;47.66;521.08;2388.08;8128.75;392;38.84;23.2099;152
-0.0005;0.0001;642.95;1593.98;1409.17;553.11;2388.13;9050.88;47.46;520.87;2388.12;8134.43;391;38.70;23.1916;151
-0.0043;-0.0004;643.24;1588.15;1413.43;553.95;2388.09;9059.17;47.75;521.16;2388.11;8136.17;393;38.72;23.2897;150
-0.0020;0.0001;642.92;1593.79;1405.90;553.03;2388.10;9056.95;47.50;521.40;2388.11;8137.47;394;38.89;23.3153;149
0.0002;-0.0002;642.57;1590.32;1413.95;552.69;2388.15;9054.49;47.58;521.42;2388.07;8134.01;393;38.65;23.2367;148
0.0000;0.0001;642.98;1590.73;1405.39;554.17;2388.19;9054.46;47.67;520.64;2388.10;8126.58;392;38.78;23.1966;147
0.0025;0.0000;643.44;1591.58;1409.86;552.92;2388.14;9063.42;47.77;521.11;2388.13;8139.43;394;38.65;23.3293;146
0.0013;-0.0004;642.80;1588.99;1406.18;552.86;2388.13;9060.20;47.85;521.01;2388.14;8134.23;393;38.84;23.2971;145
0.0001;-0.0001;642.87;1583.82;1410.34;553.69;2388.12;9052.15;47.59;521.20;2388.13;8133.98;393;38.90;23.1628;144
0.0045;0.0000;642.45;1591.03;1407.18;552.76;2388.10;9063.34;47.51;520.71;2388.08;8140.24;393;38.78;23.2820;143
0.0028;-0.0001;642.45;1596.45;1408.07;552.55;2388.15;9055.59;47.67;521.25;2388.17;8135.57;393;38.77;23.3148;142
0.0055;-0.0002;642.52;1588.58;1409.10;553.05;2388.13;9058.84;47.63;521.32;2388.11;8136.77;393;38.85;23.2195;141
-0.0018;-0.0004;642.38;1592.82;1412.95;553.75;2388.17;9060.87;47.60;521.03;2388.13;8137.14;394;38.75;23.2160;140
-0.0039;0.0004;643.23;1596.70;1406.13;552.81;2388.12;9063.47;47.63;521.14;2388.13;8133.92;393;38.79;23.1273;139
-0.0010;0.0001;643.26;1585.02;1416.64;552.63;2388.14;9059.56;47.77;520.96;2388.15;8136.38;393;38.61;23.2862;138
0.0038;0.0003;642.33;1593.48;1415.99;552.76;2388.11;9057.39;47.68;521.25;2388.09;8141.15;395;38.86;23.3846;137
0.0040;-0.0002;642.80;1600.42;1408.34;552.88;2388.13;9067.12;47.80;520.82;2388.14;8136.77;393;38.92;23.2089;136
-0.0002;0.0001;643.01;1597.17;1411.47;553.88;2388.13;9056.20;47.58;521.18;2388.11;8132.44;393;38.81;23.2078;135
-0.0024;-0.0000;642.90;1589.31;1419.33;552.72;2388.11;9058.88;47.50;520.98;2388.11;8133.77;394;38.75;23.3000;134
-0.0029;0.0003;642.65;1581.23;1408.91;552.37;2388.12;9062.53;47.42;521.31;2388.12;8136.57;393;38.83;23.1664;133
0.0014;-0.0003;642.80;1585.48;1414.18;553.81;2388.11;9059.94;47.76;521.66;2388.13;8135.13;394;38.74;23.2181;132
0.0010;-0.0004;642.67;1597.02;1408.81;552.97;2388.16;9060.59;47.74;521.43;2388.13;8142.15;395;38.51;23.3540;131
0.0023;0.0002;643.05;1586.18;1406.98;552.85;2388.07;9066.66;47.76;520.87;2388.12;8141.27;393;38.85;23.2532;130
-0.0026;-0.0001;642.98;1591.03;1411.30;553.03;2388.13;9054.28;47.74;521.23;2388.16;8136.67;394;38.88;23.1490;129
0.0011;-0.0004;642.94;1593.73;1415.33;552.62;2388.13;9057.52;47.52;521.60;2388.08;8138.83;394;38.75;23.2928;128
0.0003;-0.0000;642.93;1596.55;1411.06;552.69;2388.16;9068.15;47.62;521.31;2388.13;8135.23;393;38.85;23.2770;127
-0.0002;0.0004;643.31;1584.59;1405.56;552.56;2388.06;9061.19;47.70;520.53;2388.13;8136.97;395;38.64;23.3159;126
-0.0013;-0.0004;643.29;1583.45;1415.67;553.32;2388.13;9060.52;47.62;521.39;2388.08;8132.39;394;38.71;23.3055;125
0.0007;0.0000;643.08;1591.41;1414.65;553.47;2388.07;9053.18;47.58;521.36;2388.13;8136.18;394;38.78;23.3782;124
-0.0032;-0.0001;641.92;1593.65;1412.29;553.54;2388.09;9057.60;47.53;520.92;2388.08;8139.69;393;38.78;23.2300;123
0.0004;-0.0001;643.21;1587.60;1411.50;553.25;2388.15;9048.83;47.69;521.53;2388.11;8135.58;394;38.62;23.1597;122
-0.0029;-0.0001;642.59;1594.85;1410.67;553.63;2388.13;9064.84;47.64;520.87;2388.15;8135.67;394;38.61;23.1654;121
0.0010;0.0001;642.89;1599.98;1408.20;553.06;2388.14;9059.83;47.67;521.28;2388.15;8142.87;394;38.78;23.1367;120
0.0003;0.0003;642.59;1587.37;1412.83;552.69;2388.10;9059.96;47.61;521.48;2388.15;8140.01;394;38.62;23.2418;119
-0.0005;-0.0000;643.52;1593.09;1414.17;553.02;2388.14;9062.46;47.75;520.48;2388.10;8139.55;395;38.66;23.1894;118
0.0029;-0.0004;642.96;1587.50;1414.23;552.85;2388.11;9057.02;47.63;521.24;2388.15;8129.54;393;38.82;23.2015;117
-0.0007;0.0001;642.82;1592.23;1418.45;553.62;2388.19;9053.61;47.73;520.73;2388.10;8138.14;393;38.79;23.3257;116
0.0028;0.0005;642.41;1592.92;1419.74;552.87;2388.10;9064.32;47.60;521.18;2388.16;8135.32;394;38.60;23.2774;115
0.0011;0.0000;643.00;1592.48;1407.14;553.13;2388.11;9064.33;47.73;520.57;2388.15;8135.83;395;38.74;23.2439;114
0.0019;-0.0002;643.05;1593.10;1410.54;552.88;2388.14;9051.29;47.74;521.31;2388.14;8131.72;394;38.86;23.2392;113
-0.0010;0.0001;642.71;1599.12;1418.57;553.12;2388.14;9055.92;47.63;520.68;2388.14;8138.37;394;38.60;23.1971;112
0.0010;0.0001;642.93;1592.37;1414.69;553.23;2388.18;9054.50;47.82;520.94;2388.17;8139.63;394;38.70;23.3780;111
-0.0002;0.0001;643.25;1591.29;1415.57;552.79;2388.16;9060.37;47.71;520.66;2388.12;8134.91;394;38.68;23.3497;110
-0.0015;0.0005;642.65;1590.70;1410.57;552.33;2388.14;9056.13;47.69;520.61;2388.16;8138.04;393;38.83;23.1303;109
-0.0002;-0.0004;642.89;1591.80;1418.99;552.61;2388.16;9062.15;47.69;521.22;2388.17;8138.85;392;38.72;23.1727;108
-0.0007;0.0001;643.45;1589.85;1412.94;553.29;2388.16;9058.72;47.52;520.97;2388.19;8134.10;394;38.77;23.3760;107
-0.0021;0.0002;642.55;1584.10;1412.21;552.29;2388.15;9061.82;47.44;520.55;2388.13;8138.50;394;38.78;23.2093;106
0.0029;0.0005;643.35;1589.07;1417.67;552.78;2388.12;9059.68;47.80;521.48;2388.08;8132.51;393;38.57;23.2788;105
-0.0029;-0.0004;642.76;1582.45;1421.16;553.17;2388.15;9070.98;47.88;521.27;2388.16;8135.66;394;38.69;23.1896;104
-0.0010;-0.0004;642.84;1595.24;1411.36;553.04;2388.10;9059.27;47.74;520.99;2388.17;8139.32;394;38.77;23.2293;103
0.0005;-0.0002;643.18;1590.92;1420.14;552.95;2388.14;9057.02;47.73;522.03;2388.15;8136.92;393;38.90;23.1632;102
0.0018;0.0003;642.63;1584.85;1407.40;552.65;2388.17;9059.61;47.63;521.75;2388.19;8135.27;393;38.87;23.1732;101
-0.0021;0.0002;642.96;1585.75;1414.67;552.38;2388.14;9060.51;47.73;520.68;2388.18;8130.70;393;38.77;23.3081;100
0.0001;0.0003;642.44;1586.72;1417.56;552.25;2388.17;9058.23;47.57;521.19;2388.13;8135.29;394;38.59;23.2462;99
0.0028;-0.0001;642.65;1597.52;1405.98;552.56;2388.11;9063.86;47.83;521.12;2388.09;8135.67;394;38.86;23.2308;98
0.0014;-0.0002;643.48;1588.27;1415.87;552.81;2388.17;9061.73;47.89;521.35;2388.13;8135.31;394;38.82;23.1502;97
-0.0023;0.0003;643.11;1591.08;1409.14;552.85;2388.10;9055.06;47.77;521.68;2388.12;8137.09;394;38.71;23.2357;96
0.0029;-0.0003;643.27;1590.16;1416.38;552.93;2388.12;9056.34;47.69;521.11;2388.12;8137.03;394;38.76;23.2964;95
0.0011;-0.0000;642.73;1581.93;1410.58;552.68;2388.19;9048.77;47.63;520.97;2388.14;8134.24;394;38.73;23.2831;94
-0.0052;-0.0003;643.41;1590.38;1409.98;552.88;2388.12;9070.22;47.75;520.64;2388.13;8138.46;394;38.78;23.1645;93
-0.0016;0.0001;643.36;1594.09;1415.27;552.32;2388.17;9059.25;47.64;520.12;2388.16;8141.92;395;38.55;23.2922;92
-0.0020;0.0004;642.67;1590.93;1419.59;552.65;2388.14;9055.67;47.60;520.83;2388.13;8129.55;393;38.63;23.2876;91
-0.0017;0.0004;642.54;1596.43;1410.05;553.03;2388.13;9054.77;47.71;521.31;2388.13;8136.17;393;38.81;23.3002;90
0.0011;-0.0002;642.97;1591.26;1409.54;551.68;2388.11;9063.63;47.50;520.30;2388.17;8139.66;395;38.76;23.1471;89
-0.0011;0.0001;643.25;1595.08;1418.02;552.41;2388.17;9056.10;47.78;520.78;2388.19;8132.37;395;38.74;23.1478;88
-0.0001;-0.0003;643.45;1597.02;1418.20;552.56;2388.19;9050.26;47.93;520.50;2388.15;8132.82;391;38.76;23.2109;87
-0.0039;-0.0003;643.01;1590.10;1412.00;551.90;2388.11;9057.35;47.67;521.01;2388.10;8141.47;394;38.87;23.3199;86
0.0021;0.0001;643.44;1589.60;1420.38;552.86;2388.13;9066.43;47.74;521.39;2388.14;8138.10;394;38.73;23.1425;85
-0.0012;-0.0002;643.28;1592.44;1415.76;552.88;2388.10;9065.09;47.73;521.23;2388.19;8137.38;394;38.66;23.1904;84
0.0014;-0.0005;642.91;1592.84;1416.83;553.63;2388.12;9056.23;47.56;520.71;2388.14;8129.17;393;38.57;23.3927;83
0.0013;-0.0002;643.00;1584.07;1411.71;553.09;2388.14;9056.27;47.61;520.55;2388.16;8137.80;393;38.68;23.3055;82
-0.0016;-0.0004;643.40;1595.63;1415.95;553.38;2388.12;9065.53;47.89;520.44;2388.13;8132.43;395;38.66;23.3204;81
